filename,calorie,protein,fat,carbo,salt
cook_16_flip.jpg,234,17.9,7.2,30.5,1.4
cook_16_orig.jpg,234,17.9,7.2,30.5,1.4
cook_16_rot-15.jpg,234,17.9,7.2,30.5,1.4
cook_16_rot15.jpg,234,17.9,7.2,30.5,1.4
cook_17_bright120.jpg,237,28.4,11.8,9.4,1
cook_17_bright80.jpg,237,28.4,11.8,9.4,1
cook_17_flip.jpg,237,28.4,11.8,9.4,1
cook_17_orig.jpg,237,28.4,11.8,9.4,1
cook_17_rot-15.jpg,237,28.4,11.8,9.4,1
cook_17_rot15.jpg,237,28.4,11.8,9.4,1
cook_18_bright120.jpg,199,11.3,9,25.3,2.1
cook_18_bright80.jpg,199,11.3,9,25.3,2.1
cook_18_flip.jpg,199,11.3,9,25.3,2.1
cook_18_orig.jpg,199,11.3,9,25.3,2.1
cook_18_rot-15.jpg,199,11.3,9,25.3,2.1
cook_18_rot15.jpg,199,11.3,9,25.3,2.1
cook_19_bright120.jpg,257,28.2,13.4,10.7,1.2
cook_19_bright80.jpg,257,28.2,13.4,10.7,1.2
cook_19_flip.jpg,257,28.2,13.4,10.7,1.2
cook_19_orig.jpg,257,28.2,13.4,10.7,1.2
cook_19_rot-15.jpg,257,28.2,13.4,10.7,1.2
cook_19_rot15.jpg,257,28.2,13.4,10.7,1.2
cook_20_bright120.jpg,242,18.8,17.2,8.2,1.5
cook_20_bright80.jpg,242,18.8,17.2,8.2,1.5
cook_20_flip.jpg,242,18.8,17.2,8.2,1.5
cook_20_orig.jpg,242,18.8,17.2,8.2,1.5
cook_20_rot-15.jpg,242,18.8,17.2,8.2,1.5
cook_20_rot15.jpg,242,18.8,17.2,8.2,1.5
cook_21_bright120.jpg,79,3.9,4.9,8.2,0.2
cook_21_bright80.jpg,79,3.9,4.9,8.2,0.2
cook_21_flip.jpg,79,3.9,4.9,8.2,0.2
cook_21_orig.jpg,79,3.9,4.9,8.2,0.2
cook_21_rot-15.jpg,79,3.9,4.9,8.2,0.2
cook_21_rot15.jpg,79,3.9,4.9,8.2,0.2
cook_22_bright120.jpg,365,14.5,7.8,63,2
cook_22_bright80.jpg,365,14.5,7.8,63,2
cook_22_flip.jpg,365,14.5,7.8,63,2
cook_22_orig.jpg,365,14.5,7.8,63,2
cook_22_rot-15.jpg,365,14.5,7.8,63,2
cook_22_rot15.jpg,365,14.5,7.8,63,2
cook_23_bright120.jpg,265,18.8,15.9,15.4,1.8
cook_23_bright80.jpg,265,18.8,15.9,15.4,1.8
cook_23_flip.jpg,265,18.8,15.9,15.4,1.8
cook_23_orig.jpg,265,18.8,15.9,15.4,1.8
cook_23_rot-15.jpg,265,18.8,15.9,15.4,1.8
cook_23_rot15.jpg,265,18.8,15.9,15.4,1.8
cook_24_bright120.jpg,252,17.9,14.8,17.2,1.7
cook_24_bright80.jpg,252,17.9,14.8,17.2,1.7
cook_24_flip.jpg,252,17.9,14.8,17.2,1.7
cook_24_orig.jpg,252,17.9,14.8,17.2,1.7
cook_24_rot-15.jpg,252,17.9,14.8,17.2,1.7
cook_24_rot15.jpg,252,17.9,14.8,17.2,1.7
cook_25_bright120.jpg,31,4.6,0.4,4.9,0.4
cook_25_bright80.jpg,31,4.6,0.4,4.9,0.4
cook_25_flip.jpg,31,4.6,0.4,4.9,0.4
cook_25_orig.jpg,31,4.6,0.4,4.9,0.4
cook_25_rot-15.jpg,31,4.6,0.4,4.9,0.4
cook_25_rot15.jpg,31,4.6,0.4,4.9,0.4
cook_26_bright120.jpg,228,20.5,9.2,22.5,2
cook_26_bright80.jpg,228,20.5,9.2,22.5,2
cook_26_flip.jpg,228,20.5,9.2,22.5,2
cook_26_orig.jpg,228,20.5,9.2,22.5,2
cook_26_rot-15.jpg,228,20.5,9.2,22.5,2
cook_26_rot15.jpg,228,20.5,9.2,22.5,2
cook_27_bright120.jpg,77,2.2,5.9,5.3,0.4
cook_27_bright80.jpg,77,2.2,5.9,5.3,0.4
cook_27_flip.jpg,77,2.2,5.9,5.3,0.4
cook_27_orig.jpg,77,2.2,5.9,5.3,0.4
cook_27_rot-15.jpg,77,2.2,5.9,5.3,0.4
cook_27_rot15.jpg,77,2.2,5.9,5.3,0.4
cook_28_bright120.jpg,63,6,2.8,5.9,0.4
cook_28_bright80.jpg,63,6,2.8,5.9,0.4
cook_28_flip.jpg,63,6,2.8,5.9,0.4
cook_28_orig.jpg,63,6,2.8,5.9,0.4
cook_28_rot-15.jpg,63,6,2.8,5.9,0.4
cook_28_rot15.jpg,63,6,2.8,5.9,0.4
cook_29_bright120.jpg,20,1.2,0.4,3.4,1
cook_29_bright80.jpg,20,1.2,0.4,3.4,1
cook_29_flip.jpg,20,1.2,0.4,3.4,1
cook_29_orig.jpg,20,1.2,0.4,3.4,1
cook_29_rot-15.jpg,20,1.2,0.4,3.4,1
cook_29_rot15.jpg,20,1.2,0.4,3.4,1
cook_30_bright120.jpg,193,20.3,5.5,17.3,1.3
cook_30_bright80.jpg,193,20.3,5.5,17.3,1.3
cook_30_flip.jpg,193,20.3,5.5,17.3,1.3
cook_30_orig.jpg,193,20.3,5.5,17.3,1.3
cook_30_rot-15.jpg,193,20.3,5.5,17.3,1.3
cook_30_rot15.jpg,193,20.3,5.5,17.3,1.3
cook_31_bright120.jpg,61,7.8,2.4,3.5,0.8
cook_31_bright80.jpg,61,7.8,2.4,3.5,0.8
cook_31_flip.jpg,61,7.8,2.4,3.5,0.8
cook_31_orig.jpg,61,7.8,2.4,3.5,0.8
cook_31_rot-15.jpg,61,7.8,2.4,3.5,0.8
cook_31_rot15.jpg,61,7.8,2.4,3.5,0.8
cook_32_bright120.jpg,203,7.9,2.3,40.3,0.9
cook_32_bright80.jpg,203,7.9,2.3,40.3,0.9
cook_32_flip.jpg,203,7.9,2.3,40.3,0.9
cook_32_orig.jpg,203,7.9,2.3,40.3,0.9
cook_32_rot-15.jpg,203,7.9,2.3,40.3,0.9
cook_32_rot15.jpg,203,7.9,2.3,40.3,0.9
cook_33_bright120.jpg,30,3.2,0.4,5.8,1
cook_33_bright80.jpg,30,3.2,0.4,5.8,1
cook_33_flip.jpg,30,3.2,0.4,5.8,1
cook_33_orig.jpg,30,3.2,0.4,5.8,1
cook_33_rot-15.jpg,30,3.2,0.4,5.8,1
cook_33_rot15.jpg,30,3.2,0.4,5.8,1
cook_35_bright120.jpg,420,13.8,21.6,47.9,2.7
cook_35_bright80.jpg,420,13.8,21.6,47.9,2.7
cook_35_flip.jpg,420,13.8,21.6,47.9,2.7
cook_35_orig.jpg,420,13.8,21.6,47.9,2.7
cook_35_rot-15.jpg,420,13.8,21.6,47.9,2.7
cook_35_rot15.jpg,420,13.8,21.6,47.9,2.7
cook_36_bright120.jpg,97,14.2,0.8,10.8,1.6
cook_36_bright80.jpg,97,14.2,0.8,10.8,1.6
cook_36_flip.jpg,97,14.2,0.8,10.8,1.6
cook_36_orig.jpg,97,14.2,0.8,10.8,1.6
cook_36_rot-15.jpg,97,14.2,0.8,10.8,1.6
cook_36_rot15.jpg,97,14.2,0.8,10.8,1.6
cook_37_bright120.jpg,218,14.7,15.6,6.5,0.9
cook_37_bright80.jpg,218,14.7,15.6,6.5,0.9
cook_37_flip.jpg,218,14.7,15.6,6.5,0.9
cook_37_orig.jpg,218,14.7,15.6,6.5,0.9
cook_37_rot-15.jpg,218,14.7,15.6,6.5,0.9
cook_37_rot15.jpg,218,14.7,15.6,6.5,0.9
cook_38_bright120.jpg,153,20.4,4.7,9.1,1.4
cook_38_bright80.jpg,153,20.4,4.7,9.1,1.4
cook_38_flip.jpg,153,20.4,4.7,9.1,1.4
cook_38_orig.jpg,153,20.4,4.7,9.1,1.4
cook_38_rot-15.jpg,153,20.4,4.7,9.1,1.4
cook_38_rot15.jpg,153,20.4,4.7,9.1,1.4
cook_39_bright120.jpg,105,5.9,8.1,3.7,0.7
cook_39_bright80.jpg,105,5.9,8.1,3.7,0.7
cook_39_flip.jpg,105,5.9,8.1,3.7,0.7
cook_39_orig.jpg,105,5.9,8.1,3.7,0.7
cook_39_rot-15.jpg,105,5.9,8.1,3.7,0.7
cook_39_rot15.jpg,105,5.9,8.1,3.7,0.7
cook_40_bright120.jpg,75,1.2,4.1,9.4,0.4
cook_40_bright80.jpg,75,1.2,4.1,9.4,0.4
cook_40_flip.jpg,75,1.2,4.1,9.4,0.4
cook_40_orig.jpg,75,1.2,4.1,9.4,0.4
cook_40_rot-15.jpg,75,1.2,4.1,9.4,0.4
cook_40_rot15.jpg,75,1.2,4.1,9.4,0.4
cook_41_bright120.jpg,139,20.1,2.7,10.3,1.2
cook_41_bright80.jpg,139,20.1,2.7,10.3,1.2
cook_41_flip.jpg,139,20.1,2.7,10.3,1.2
cook_41_orig.jpg,139,20.1,2.7,10.3,1.2
cook_41_rot-15.jpg,139,20.1,2.7,10.3,1.2
cook_41_rot15.jpg,139,20.1,2.7,10.3,1.2
cook_42_bright120.jpg,251,11.7,6.4,38.6,1.3
cook_42_bright80.jpg,251,11.7,6.4,38.6,1.3
cook_42_flip.jpg,251,11.7,6.4,38.6,1.3
cook_42_orig.jpg,251,11.7,6.4,38.6,1.3
cook_42_rot-15.jpg,251,11.7,6.4,38.6,1.3
cook_42_rot15.jpg,251,11.7,6.4,38.6,1.3
cook_43_bright120.jpg,205,21.8,12.1,5.4,1.1
cook_43_bright80.jpg,205,21.8,12.1,5.4,1.1
cook_43_flip.jpg,205,21.8,12.1,5.4,1.1
cook_43_orig.jpg,205,21.8,12.1,5.4,1.1
cook_43_rot-15.jpg,205,21.8,12.1,5.4,1.1
cook_43_rot15.jpg,205,21.8,12.1,5.4,1.1
cook_44_bright120.jpg,266,18.1,16.8,10.1,1.5
cook_44_bright80.jpg,266,18.1,16.8,10.1,1.5
cook_44_flip.jpg,266,18.1,16.8,10.1,1.5
cook_44_orig.jpg,266,18.1,16.8,10.1,1.5
cook_44_rot-15.jpg,266,18.1,16.8,10.1,1.5
cook_44_rot15.jpg,266,18.1,16.8,10.1,1.5
cook_45_bright120.jpg,97,13.7,0.2,7.8,1.5
cook_45_bright80.jpg,97,13.7,0.2,7.8,1.5
cook_45_flip.jpg,97,13.7,0.2,7.8,1.5
cook_45_orig.jpg,97,13.7,0.2,7.8,1.5
cook_45_rot-15.jpg,97,13.7,0.2,7.8,1.5
cook_45_rot15.jpg,97,13.7,0.2,7.8,1.5
cook_46_bright120.jpg,659,32,29.5,74,2.2
cook_46_bright80.jpg,659,32,29.5,74,2.2
cook_46_flip.jpg,659,32,29.5,74,2.2
cook_46_orig.jpg,659,32,29.5,74,2.2
cook_46_rot-15.jpg,659,32,29.5,74,2.2
cook_46_rot15.jpg,659,32,29.5,74,2.2
cook_47_bright120.jpg,167,9.2,13.7,2,0.5
cook_47_bright80.jpg,167,9.2,13.7,2,0.5
cook_47_flip.jpg,167,9.2,13.7,2,0.5
cook_47_orig.jpg,167,9.2,13.7,2,0.5
cook_47_rot-15.jpg,167,9.2,13.7,2,0.5
cook_47_rot15.jpg,167,9.2,13.7,2,0.5
cook_48_bright120.jpg,129,9.3,8.6,4.4,0.9
cook_48_bright80.jpg,129,9.3,8.6,4.4,0.9
cook_48_flip.jpg,129,9.3,8.6,4.4,0.9
cook_48_orig.jpg,129,9.3,8.6,4.4,0.9
cook_48_rot-15.jpg,129,9.3,8.6,4.4,0.9
cook_48_rot15.jpg,129,9.3,8.6,4.4,0.9
cook_49_bright120.jpg,321,18.5,24.1,14.6,1.2
cook_49_bright80.jpg,321,18.5,24.1,14.6,1.2
cook_49_flip.jpg,321,18.5,24.1,14.6,1.2
cook_49_orig.jpg,321,18.5,24.1,14.6,1.2
cook_49_rot-15.jpg,321,18.5,24.1,14.6,1.2
cook_49_rot15.jpg,321,18.5,24.1,14.6,1.2
cook_50_bright120.jpg,109,6.1,4.3,15.1,0
cook_50_bright80.jpg,109,6.1,4.3,15.1,0
cook_50_flip.jpg,109,6.1,4.3,15.1,0
cook_50_orig.jpg,109,6.1,4.3,15.1,0
cook_50_rot-15.jpg,109,6.1,4.3,15.1,0
cook_50_rot15.jpg,109,6.1,4.3,15.1,0
cook_51_bright120.jpg,576,24.4,24.9,68.7,2.4
cook_51_bright80.jpg,576,24.4,24.9,68.7,2.4
cook_51_flip.jpg,576,24.4,24.9,68.7,2.4
cook_51_orig.jpg,576,24.4,24.9,68.7,2.4
cook_51_rot-15.jpg,576,24.4,24.9,68.7,2.4
cook_51_rot15.jpg,576,24.4,24.9,68.7,2.4
cook_52_bright120.jpg,232,7.2,20.2,7.3,1.2
cook_52_bright80.jpg,232,7.2,20.2,7.3,1.2
cook_52_flip.jpg,232,7.2,20.2,7.3,1.2
cook_52_orig.jpg,232,7.2,20.2,7.3,1.2
cook_52_rot-15.jpg,232,7.2,20.2,7.3,1.2
cook_52_rot15.jpg,232,7.2,20.2,7.3,1.2
cook_53_bright120.jpg,609,22,37.8,51.3,2.6
cook_53_bright80.jpg,609,22,37.8,51.3,2.6
cook_53_flip.jpg,609,22,37.8,51.3,2.6
cook_53_orig.jpg,609,22,37.8,51.3,2.6
cook_53_rot-15.jpg,609,22,37.8,51.3,2.6
cook_53_rot15.jpg,609,22,37.8,51.3,2.6
cook_54_bright120.jpg,390,20.6,29.9,17.2,2
cook_54_bright80.jpg,390,20.6,29.9,17.2,2
cook_54_flip.jpg,390,20.6,29.9,17.2,2
cook_54_orig.jpg,390,20.6,29.9,17.2,2
cook_54_rot-15.jpg,390,20.6,29.9,17.2,2
cook_54_rot15.jpg,390,20.6,29.9,17.2,2
cook_55_bright120.jpg,281,9.8,20,17,1
cook_55_bright80.jpg,281,9.8,20,17,1
cook_55_flip.jpg,281,9.8,20,17,1
cook_55_orig.jpg,281,9.8,20,17,1
cook_55_rot-15.jpg,281,9.8,20,17,1
cook_55_rot15.jpg,281,9.8,20,17,1
cook_56_bright120.jpg,443,22.1,34.5,16.8,2.3
cook_56_bright80.jpg,443,22.1,34.5,16.8,2.3
cook_56_flip.jpg,443,22.1,34.5,16.8,2.3
cook_56_orig.jpg,443,22.1,34.5,16.8,2.3
cook_56_rot-15.jpg,443,22.1,34.5,16.8,2.3
cook_56_rot15.jpg,443,22.1,34.5,16.8,2.3
cook_57_bright120.jpg,245,19.4,17.7,6.6,1.4
cook_57_bright80.jpg,245,19.4,17.7,6.6,1.4
cook_57_flip.jpg,245,19.4,17.7,6.6,1.4
cook_57_orig.jpg,245,19.4,17.7,6.6,1.4
cook_57_rot-15.jpg,245,19.4,17.7,6.6,1.4
cook_57_rot15.jpg,245,19.4,17.7,6.6,1.4
cook_58_bright120.jpg,526,27.8,32.8,36.3,2
cook_58_bright80.jpg,526,27.8,32.8,36.3,2
cook_58_flip.jpg,526,27.8,32.8,36.3,2
cook_58_orig.jpg,526,27.8,32.8,36.3,2
cook_58_rot-15.jpg,526,27.8,32.8,36.3,2
cook_58_rot15.jpg,526,27.8,32.8,36.3,2
cook_59_bright120.jpg,869,23.3,53.5,75.6,2.9
cook_59_bright80.jpg,869,23.3,53.5,75.6,2.9
cook_59_flip.jpg,869,23.3,53.5,75.6,2.9
cook_59_orig.jpg,869,23.3,53.5,75.6,2.9
cook_59_rot-15.jpg,869,23.3,53.5,75.6,2.9
cook_59_rot15.jpg,869,23.3,53.5,75.6,2.9
cook_60_bright120.jpg,521,26,36.4,31.4,1.9
cook_60_bright80.jpg,521,26,36.4,31.4,1.9
cook_60_flip.jpg,521,26,36.4,31.4,1.9
cook_60_orig.jpg,521,26,36.4,31.4,1.9
cook_60_rot-15.jpg,521,26,36.4,31.4,1.9
cook_60_rot15.jpg,521,26,36.4,31.4,1.9
cook_61_bright120.jpg,252,17.9,14.8,17.2,1.7
cook_61_bright80.jpg,252,17.9,14.8,17.2,1.7
cook_61_flip.jpg,252,17.9,14.8,17.2,1.7
cook_61_orig.jpg,252,17.9,14.8,17.2,1.7
cook_61_rot-15.jpg,252,17.9,14.8,17.2,1.7
cook_61_rot15.jpg,252,17.9,14.8,17.2,1.7
cook_62_bright120.jpg,563,21.7,36.2,40.4,1.1
cook_62_bright80.jpg,563,21.7,36.2,40.4,1.1
cook_62_flip.jpg,563,21.7,36.2,40.4,1.1
cook_62_orig.jpg,563,21.7,36.2,40.4,1.1
cook_62_rot-15.jpg,563,21.7,36.2,40.4,1.1
cook_62_rot15.jpg,563,21.7,36.2,40.4,1.1
cook_63_bright120.jpg,754,24.2,40.1,79,2.8
cook_63_bright80.jpg,754,24.2,40.1,79,2.8
cook_63_flip.jpg,754,24.2,40.1,79,2.8
cook_63_orig.jpg,754,24.2,40.1,79,2.8
cook_63_rot-15.jpg,754,24.2,40.1,79,2.8
cook_63_rot15.jpg,754,24.2,40.1,79,2.8
cook_64_bright120.jpg,358,23,23.8,14.3,1.9
cook_64_bright80.jpg,358,23,23.8,14.3,1.9
cook_64_flip.jpg,358,23,23.8,14.3,1.9
cook_64_orig.jpg,358,23,23.8,14.3,1.9
cook_64_rot-15.jpg,358,23,23.8,14.3,1.9
cook_64_rot15.jpg,358,23,23.8,14.3,1.9
cook_65_bright120.jpg,636,22.3,20.3,99,2.6
cook_65_bright80.jpg,636,22.3,20.3,99,2.6
cook_65_flip.jpg,636,22.3,20.3,99,2.6
cook_65_orig.jpg,636,22.3,20.3,99,2.6
cook_65_rot-15.jpg,636,22.3,20.3,99,2.6
cook_65_rot15.jpg,636,22.3,20.3,99,2.6
cook_66_bright120.jpg,752,30.3,31.7,94.7,2.3
cook_66_bright80.jpg,752,30.3,31.7,94.7,2.3
cook_66_flip.jpg,752,30.3,31.7,94.7,2.3
cook_66_orig.jpg,752,30.3,31.7,94.7,2.3
cook_66_rot-15.jpg,752,30.3,31.7,94.7,2.3
cook_66_rot15.jpg,752,30.3,31.7,94.7,2.3
cook_67_bright120.jpg,552,18.2,41.9,26,0.9
cook_67_bright80.jpg,552,18.2,41.9,26,0.9
cook_67_flip.jpg,552,18.2,41.9,26,0.9
cook_67_orig.jpg,552,18.2,41.9,26,0.9
cook_67_rot-15.jpg,552,18.2,41.9,26,0.9
cook_67_rot15.jpg,552,18.2,41.9,26,0.9
cook_68_bright120.jpg,848,31.2,49.5,78,1.9
cook_68_bright80.jpg,848,31.2,49.5,78,1.9
cook_68_flip.jpg,848,31.2,49.5,78,1.9
cook_68_orig.jpg,848,31.2,49.5,78,1.9
cook_68_rot-15.jpg,848,31.2,49.5,78,1.9
cook_68_rot15.jpg,848,31.2,49.5,78,1.9
cook_69_bright120.jpg,396,17.4,29.3,16.6,1.3
cook_69_bright80.jpg,396,17.4,29.3,16.6,1.3
cook_69_flip.jpg,396,17.4,29.3,16.6,1.3
cook_69_orig.jpg,396,17.4,29.3,16.6,1.3
cook_69_rot-15.jpg,396,17.4,29.3,16.6,1.3
cook_69_rot15.jpg,396,17.4,29.3,16.6,1.3
cook_70_bright120.jpg,157,1.7,0.9,41.3,0
cook_70_bright80.jpg,157,1.7,0.9,41.3,0
cook_70_flip.jpg,157,1.7,0.9,41.3,0
cook_70_orig.jpg,157,1.7,0.9,41.3,0
cook_70_rot-15.jpg,157,1.7,0.9,41.3,0
cook_70_rot15.jpg,157,1.7,0.9,41.3,0
cook_71_bright120.jpg,50,0.3,0.1,12.6,0
cook_71_bright80.jpg,50,0.3,0.1,12.6,0
cook_71_flip.jpg,50,0.3,0.1,12.6,0
cook_71_orig.jpg,50,0.3,0.1,12.6,0
cook_71_rot-15.jpg,50,0.3,0.1,12.6,0
cook_71_rot15.jpg,50,0.3,0.1,12.6,0
cook_72_bright120.jpg,141,8.6,3.9,18,0.1
cook_72_bright80.jpg,141,8.6,3.9,18,0.1
cook_72_flip.jpg,141,8.6,3.9,18,0.1
cook_72_orig.jpg,141,8.6,3.9,18,0.1
cook_72_rot-15.jpg,141,8.6,3.9,18,0.1
cook_72_rot15.jpg,141,8.6,3.9,18,0.1
cook_73_bright120.jpg,93,1.1,0.2,22.5,0
cook_73_bright80.jpg,93,1.1,0.2,22.5,0
cook_73_flip.jpg,93,1.1,0.2,22.5,0
cook_73_orig.jpg,93,1.1,0.2,22.5,0
cook_73_rot-15.jpg,93,1.1,0.2,22.5,0
cook_73_rot15.jpg,93,1.1,0.2,22.5,0
cook_74_bright120.jpg,342,10,4.7,64.5,0.5
cook_74_bright80.jpg,342,10,4.7,64.5,0.5
cook_74_flip.jpg,342,10,4.7,64.5,0.5
cook_74_orig.jpg,342,10,4.7,64.5,0.5
cook_74_rot-15.jpg,342,10,4.7,64.5,0.5
cook_74_rot15.jpg,342,10,4.7,64.5,0.5
cook_75_bright120.jpg,163,8.1,3.3,27.1,0.7
cook_75_bright80.jpg,163,8.1,3.3,27.1,0.7
cook_75_flip.jpg,163,8.1,3.3,27.1,0.7
cook_75_orig.jpg,163,8.1,3.3,27.1,0.7
cook_75_rot-15.jpg,163,8.1,3.3,27.1,0.7
cook_75_rot15.jpg,163,8.1,3.3,27.1,0.7
cook_76_bright120.jpg,90,0.2,3.5,17.7,0.1
cook_76_bright80.jpg,90,0.2,3.5,17.7,0.1
cook_76_flip.jpg,90,0.2,3.5,17.7,0.1
cook_76_orig.jpg,90,0.2,3.5,17.7,0.1
cook_76_rot-15.jpg,90,0.2,3.5,17.7,0.1
cook_76_rot15.jpg,90,0.2,3.5,17.7,0.1
cook_77_bright120.jpg,125,5.6,5.8,16.1,0.2
cook_77_bright80.jpg,125,5.6,5.8,16.1,0.2
cook_77_flip.jpg,125,5.6,5.8,16.1,0.2
cook_77_orig.jpg,125,5.6,5.8,16.1,0.2
cook_77_rot-15.jpg,125,5.6,5.8,16.1,0.2
cook_77_rot15.jpg,125,5.6,5.8,16.1,0.2
cook_78_bright120.jpg,124,8,9.8,2.3,0.5
cook_78_bright80.jpg,124,8,9.8,2.3,0.5
cook_78_flip.jpg,124,8,9.8,2.3,0.5
cook_78_orig.jpg,124,8,9.8,2.3,0.5
cook_78_rot-15.jpg,124,8,9.8,2.3,0.5
cook_78_rot15.jpg,124,8,9.8,2.3,0.5
cook_79_bright120.jpg,184,6.7,4.8,30.5,1.5
cook_79_bright80.jpg,184,6.7,4.8,30.5,1.5
cook_79_flip.jpg,184,6.7,4.8,30.5,1.5
cook_79_orig.jpg,184,6.7,4.8,30.5,1.5
cook_79_rot-15.jpg,184,6.7,4.8,30.5,1.5
cook_79_rot15.jpg,184,6.7,4.8,30.5,1.5
cook_80_bright120.jpg,623,43,44.5,12.6,2.5
cook_80_bright80.jpg,623,43,44.5,12.6,2.5
cook_80_flip.jpg,623,43,44.5,12.6,2.5
cook_80_orig.jpg,623,43,44.5,12.6,2.5
